danish,english,ukranian
"Din krop kan blive varm, når vi giver dig kontrasten.",Your body may get warm when we give you the contrast.,"Ваше тіло може стати теплим, коли ми введемо вам контраст."
"Når du får væsken, kan du føle varme i din krop.","When you receive the fluid, you may feel warmth in your body.","Коли ви отримуєте рідину, ви можете відчути тепло в тілі."
"Du kan få en varm fornemmelse, når vi giver dig kontrastvæsken.",You may experience a warmth sensation when we give you the contrast fluid.,"Ви можете відчути тепло, коли ми введемо вам контрастну рідину."
Under scanningen kan du føle varme i kroppen.,"During the scan, you may feel warmth in your body.",Під час сканування ви можете відчути тепло в тілі.
"Du kan mærke varmen i din krop, når kontrasten injiceres.",You may feel the warmth in your body when the contrast is injected.,Ви можете відчути тепло в тілі під час введення контрасту.
"Din krop kan føles varm, når vi giver kontrastvæsken.",Your body may feel warm when we give the contrast fluid.,"Ваше тіло може відчувати тепло, коли ми вводимо контрастну рідину."
"Varmefornemmelse kan opstå, når kontrasten gives.",The warmth sensation may occur when the contrast is given.,Під час введення контрасту може виникнути відчуття тепла.
"Du kan opleve varme, når kontrasten injiceres i din krop.",You may experience warmth when the contrast is injected into your body.,"Ви можете відчути тепло, коли контраст вводиться у ваше тіло."
"Når jodkontrasten gives, kan din krop føles varm.","When the iodine contrast is given, your body may feel warm.",При введенні йодного контрасту ваше тіло може відчувати тепло.
Kontrasten kan få din krop til at føles varm.,The contrast may make your body feel warm.,Контраст може викликати відчуття тепла в тілі.
"Din krop kan varmes op, når kontrasten sprøjtes ind.",Your body may warm up when the contrast is injected.,Ваше тіло може розігрітися під час введення контрасту.
