danish,english,ukranian
har du erfaring med at modtage medicin på en radiologi afdeling?,you have experience receiving medication at a radiology department ?,Чи є у вас досвід прийому ліків у рентгенівському відділенні?
Du prøvede at få kontrast indsprøjtet i en blodåre før?,you tried getting contrast injected into a vein before ?,Чи пробували Ви раніше отримувати введення контрасту у вену?
Har modtaget kontrast injiceret før?,Have received contrast injected before ?,Чи робили вам раніше ін'єкції контрасту?
Var din erfaring med kontrasten sidste gang?,was your experience with the contrast last time ?,Яким був ваш досвід з контрастом минулого разу?
Du nogensinde oplevet at få kontrast under en røntgenundersøgelse?,you ever experienced getting contrast during an X-ray examination ?,Чи доводилося вам коли-небудь отримувати контраст під час рентгенівського обстеження?
Har du modtaget medicin under røntgenproceduren før?,Have you received medication during X-ray procedure before ?,Чи отримували ви раніше медикаменти під час рентгенівської процедури?
Hvordan det at få kontrast injiceret sidste gang?,How it to get contrast injected last time ?,Як проходило введення контрасту минулого разу?
har du tidligere fået kontrast i dine årer?,you previously received contrast in your veins ?,Чи вводили вам раніше контраст у вени?
Har du kontrast under et besøg i radiologi afdelingen før?,Have you contrast during a visit to the radiology department before ?,Чи вводили вам раніше контраст під час візиту до рентгенівського відділення?
har du oplevet nogen reaktioner på kontrast før?,you experienced any reactions to contrast before ?,Чи були у вас раніше якісь реакції на контраст?
Har du noget injiceret under en røntgenundersøgelse før?,Have you anything injected during an X-ray examination before ?,Чи вводили вам раніше що-небудь під час рентгенівського обстеження?
modtog du røntgenkontrast i en blodåre før?,you received X-ray contrast in a vein before ?,Чи вводили вам раніше рентгеноконтраст у вену?
Hvordan reagerer du sidst på kontrasten?,How you react last time to contrast ?,Як ви сприйняли контраст минулого разу?
Har du fået noget sprøjtet ind i dine årer før?,Have you had anything injected into your veins a radiology department before ?,Чи вводили вам раніше щось у вени в рентгенівському відділенні?
Har du prøvet kontrast før?,you tried contrast before ?,Чи пробували ви контраст раніше?
Har du fået kontrast i kroppen før?,Have you received contrast in body before ?,Чи вводили раніше контраст в організм?
Har tidligere modtaget kontrast under røntgenundersøgelser?,Have previously received contrast during X-ray examinations ?,Чи отримували ви раніше контраст під час рентгенівських обстежень?
Har du erfaring kontrast før?,Do you have experience contrast before ?,Чи є у вас досвід взаємодії з контрастом у минулому?
