danish,english,ukranian
Er du på nogen form for medicin på dag-efter-dag basis?,Are you on any form of medication on a day-after-day basis?,Чи приймаєте ви якісь ліки щодня?
Får du medicin for at forbedre din helbredstilstand?,Are you receiving medication to better your health condition?,Чи приймаєте ви ліки для покращення стану здоров'я?
Tager du medicin som en del af din daglige rutine?,Do you take medication as part of your day-after-day routine?,Чи приймаєте ви ліки у своєму повсякденному житті?
Har du prøvet at få kontrastfarve til røntgenbilleder?,Have you ever attempt getting contrast dye for X-rays?,Чи намагалися ви коли-небудь приймати контрастну речовину для рентгену?
Har du prøvet at blive injiceret med jodkontrast i en blodåre?,Have you ever tried getting injected with iodin contrast into a vein?,Чи намагалися ви коли-небудь робити ін'єкцію йодного контрасту у вену?
Har du prøvet at få jodholdige kontraster før?,Have you tried getting iodine-containing contrast before?,"Чи намагалися ви раніше вводити контраст, що містить йод?"
Har du prøvet at få roentgenogram kontrast injiceret i en vene før?,Have you tried getting roentgenogram contrast injected into a vein before?,Чи намагалися ви коли-небудь раніше вводити рентгеноконтрастну речовину у вену?
Har du nogensinde fået noget sprøjtet ind i en blodåre på en radiologi afdeling?,Have you ever had something inject into a vein at a radiology department?,Чи вводили вам коли-небудь щось у вену в рентгенівському відділенні?
Har du fået røntgenkontrast før?,Have you been given x-ray contrast before?,Чи вводили вам раніше рентгенконтрастні речовини?
"Skete der noget, der overlevede, da du fik kontrast?",Did anything happen survive time you got contrast?,Чи сталося щось минулого разу коли вам вводили контраст?
"Skete der noget, da du fik indsprøjtning af kontrasten?",Did anything happen the death time you got contrast injected?,Чи сталося щось під час вашої останньої ін'єкції контрасту?
Har du fået nogen form for medicin på en radiologi afdeling før?,Have you been given any form of medication at a radiology department before?,Чи давали вам раніше будь-які ліки у рентгенівському відділенні?
Har du prøvet at få X-stråling kontrast farvestof?,Have you tried getting X-radiation contrast dye?,Чи пробували ви приймати рентгеноконтрастний барвник?
Har du prøvet at blive injiceret med en kontrast i en blodåre?,Have you ever tried getting injected with I contrast into a vein?,Чи пробували ви коли-небудь отримувати ін'єкцію йодного контрасту у вену?
Har du prøvet at få jodholdige kontraster før?,Have you tried getting iodine-containing contrast before?,Чи пробували ви раніше отримувати йодовмісний контраст?
Har du prøvet at få X-stråling kontrast injiceret i en vene før?,Have you tried getting X-radiation contrast injected into a vein before?,Чи пробували ви раніше отримувати рентгеноконтрастний препарат у вену?
Har du nogensinde fået noget sprøjtet ind i en blodåre på en radiologi afdeling?,Have you ever had something injected into a vein at a radiology department?,Чи вводили вам коли-небудь щось у вену в рентгенівському відділенні?
