danish,english,ukranian
Er du på medicin til dine lunger?,Are you on medication for your lungs?,Чи приймаєте ви ліки для легенів?
Har du nogensinde haft symptomer på astma?,Have you ever had symptoms of asthma?,Чи ви коли-небудь відчували симптоми астми?
Er astma en bekymring for dig?,Is asthma a concern for you?,Чи астма є проблемою для вас?
Har du haft astmaanfald før?,Have you had asthma attacks before?,Чи ви коли-небудь мали приступи астми раніше?
"Er der nogen indikationer på, at du lider af astma?",Are there any indications that you suffer from asthma?,"Чи є будь-які показники того, що ви страждаєте на астму?"
"Er der tegn på, at du har astma?",Are there signs that you have asthma?,Чи є ознаки астми в вас?
Har du oplevet astma-relaterede symptomer tidligere?,Have you experienced asthma-related symptoms before?,Чи ви коли-небудь відчували симптоми астми раніше?
Har du oplevet astmaanfald før?,Have you experienced asthma attacks before?,Чи ви коли-небудь мали приступи астми раніше?
Er astma en del af din medicinske historie?,Is asthma part of your medical history?,Чи астма є частиною вашої медичної історії?
Har du tidligere fået behandling for astma?,Have you received treatment for asthma before?,Чи ви отримували лікування для астми раніше?
Er du tilbøjelig til astma?,Are you prone to asthma?,Чи ви схильні до астми?
Har du nogen luftvejsproblemer?,Do you have any respiratory problems?,Чи маєте ви будь-які проблеми з диханням?
Har du brug for medicin til dine lunger?,Do you need medication for your lungs?,Чи потрібно вам лікування для легенів?
Er astma en del af din daglige udfordring?,Is asthma part of your daily challenges?,Чи астма є частиною вашого щоденного життя?
Har du oplevet astma-relaterede komplikationer?,Have you experienced asthma-related complications?,Чи ви відчували ускладнення внаслідок астми?
Har du nogensinde haft vejrtrækningsproblemer?,Have you ever had breathing problems?,Чи коли-небудь у вас були проблеми з диханням?
Er der nogen tegn på astma hos dig?,Are there any signs of asthma in you?,Чи є будь-які показники астми у вас?
Har du haft problemer med din vejrtrækning?,Have you had breathing difficulties?,Чи ви мали проблеми з диханням?
